session,Period,Subject,Num_subject,Num_others,choice_task1,choice_task2,choice_task3,choice_task4,choice_same_gender,choice_diff_gender,choice_same_neutral,choice_diff_neutral,random_play_order,play_order,game1,game2,game3,game4,year,campus,roomate,gender,visitation,visitation_first,visitation_second,visitation_third,nonvisitation_first,nonvisitation_second,nonvisitation_third,num_male_total,num_male_others,num_female_total,num_female_others,even_num_male,even_num_female,temp_rand_matching1,temp_rand_matching2,temp_rand_matching3,temp_rand_matching4,temp_matching_rank1,temp_matching_id_sg,temp_matching_rank2,temp_matching_id_dg,temp_matching_rank3,temp_matching_id_sn,temp_matching_rank4,temp_matching_id_dn,quiz_phase,quiz1,quiz2,quiz3,quiz4,quiz5,quiz6,quiz7,quiz8,answer_stage,choice_game1,stage_control,choice_game2,choice_game3,choice_game4,guess_number,confidence_num_other_choice1,identity,whichpart_identity,part2_choice1,part2_choice2,part2_choice3,part2_choice4,part2_choice5,part2_choice6,part2_choice7,part2_choice8,part2_choice9,part2_choice10,part2_choice11,age,major,nationality,religion,religion_other,opinion_experiment,friend,trust,pass,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,generous,lazy,frugal,impatient,studious,cautious,artistic,patient,reckless,rand_check,check_order,check1,check2,check3,check4,female_avatar,male_avatar,neutral_female_avatar,neutral_male_avatar,payment_task_part1,partner_choice,payment_choice_part1,earning,total_num_choice1_task1,total_num_choice1_task2,total_num_choice1_task3,total_num_choice1_task4,other_num_choice1_task1,other_num_choice1_task2,other_num_choice1_task3,other_num_choice1_task4,num_other_choice1,deviation,extra_point,rand_lottery,selected_row,part2_payment_choice,rand_optionb,threshold_optionb,part2_payment,rand_final,payment_part,final_earning,final_cash,selected_order_task,exp_effect
8,1,10,16,15,2,2,2,2,2,2,2,2,0.901,6,4,2,1,3,1,1,1,1,1,More conversations with people from the opposite sex,"More open to outsiders, feels more comfortable",Feels normal (because of the way I was raised),Tends to be more quiet (less parties),Building is closer to the dining hall,,8,7,8,8,1,1,0.688754286,0.651077532,0.983275105,0.432268374,2,1,4,4,1,1,4,4,9,4,4,4,2,1,2,1,1,0,2,1,2,2,2,3,75,0,,1,1,1,1,1,1,1,2,2,2,2,19,Computer Science,Republic of Korea,8,,Psychology: Different probabilities of earning money and how people react to them.,2,0,2,3,3,2,3,4,3,2,2,5,2,3,2,4,3,5,2,4,1,4,3,4,4,4,4,3,3,2,3,4.92,5,1,4,2,3,3,1,3,3,3,1,2,40,5,4,6,8,5,4,6,8,8,5,0,0.580454031,7,1,0.125519468,0.6,40,0.752277548,1,40,86,4,0
9,1,10,18,17,1,1,1,1,1,1,1,1,0.686,5,3,2,1,4,4,1,1,1,1,Having female friends come visit,Host parties,,You might not get roommate as the demand is low so more personal space,As you are likelier to get more personal space you can host guests more often (from out of town),,9,8,9,9,0,0,0.858065456,0.211277588,0.741609475,0.808552304,3,2,7,7,5,3,2,2,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,15,80,0,,1,1,1,1,1,1,1,2,2,2,2,21,Economics,Russian,3,-,about one's risk preferences with respect to potential perceived idenity of the other person on whom my payoff depends,2,0,2,1,2,4,4,4,4,3,1,4,1,2,4,5,2,2,1,1,1,1,4,4,3,5,4,2,4,3,5,11.448,12,2,4,3,1,2,1,3,3,1,2,1,0,8,7,13,14,7,7,12,13,12,3,0,0.213561548,3,1,0.118058916,0.2,40,0.697444198,1,0,30,3,0
10,1,10,14,13,2,2,2,2,2,2,2,2,0.322,2,1,2,4,3,1,1,1,1,1,It is easy to have friends over without having to plan ahead,I like living with people who want to live on a visitation floor,I don't want ot deal with the added security of a non-vis floor,added privacy,higher chance you will get a single,you can still go to visitation floors,7,6,7,7,0,0,0.647071337,0.474133195,0.11087721,0.380075755,4,2,3,3,6,3,5,5,9,4,2,4,1,1,2,1,1,0,2,1,2,2,2,1,90,0,,1,1,1,1,1,1,1,2,2,2,2,19,History,USA,1,-,The affects of gender and gender perception upon risk taking,4,0,2,2,3,5,4,4,3,3,3,4,4,2,3,2,4,4,1,2,1,2,3,4,1,4,2,2,4,2,5,3.264,4,1,3,4,2,3,3,3,3,1,1,2,40,4,4,6,6,4,4,6,6,4,3,0,0.812292214,9,2,0.400631692,0.8,60,0.1572585,2,60,114,1,1
11,1,10,12,11,2,2,2,2,2,2,2,2,0.294,2,1,2,4,3,4,1,1,1,1,Female guests can visit,Female family members can visit,NA,NA,NA,NA,7,6,5,5,0,0,0.694980242,0.662806095,0.32556048,0.802013538,4,2,4,4,5,3,2,2,9,4,1,4,1,4,2,1,1,0,2,1,2,2,2,5,90,0,,1,1,1,1,1,1,1,1,1,2,2,22,Economics,Latvian,1,-,Game theory,0,0,2,2,1,5,5,5,5,2,1,5,1,2,4,4,1,1,1,1,4,1,3,4,3,4,3,2,2,2,4,15.696,16,3,2,4,1,2,1,1,3,1,2,2,40,3,4,8,8,3,4,8,8,3,2,1,0.760510281,9,1,0.262512489,0.8,40,0.578350464,1,41,87.4,1,0
12,1,10,12,11,1,1,1,1,1,1,1,1,0.683,5,3,2,1,4,3,1,0,2,1,My friends of opposite sex can visit the apartment. ,,,There is no pressure of seeing men who i do not get along with. ,,,6,6,6,5,1,1,0.654989156,0.561163945,0.917677285,0.179218535,2,1,1,1,2,1,6,6,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,11,90,0,,1,1,1,1,1,1,1,2,2,2,2,22,Social Research and Public Policy,Finnish,1,-,"relationship between gender and trust, risk ",3,1,2,4,4,5,4,4,5,4,5,3,2,4,5,5,1,3,5,3,2,2,4,3,3,4,5,2,4,4,4,3.024,4,1,3,4,2,2,1,3,3,4,2,1,0,3,3,7,6,2,3,6,5,6,5,0,0.009916249,1,1,0.293692395,0,40,0.837109162,1,0,30,4,0
13,1,10,20,19,2,1,1,2,2,1,1,2,0.466,3,2,1,3,4,1,1,1,1,1,Can have female friends hang out with you,People on your floor are generally less conservative,,More comfort in living with the same gender,,,11,10,9,9,0,0,0.96914775,0.352610745,0.924960237,0.849465648,1,1,10,10,1,1,4,4,9,4,1,4,1,1,2,1,1,0,1,1,2,1,2,7,70,0,,1,1,1,1,1,1,1,2,2,2,2,18,Economics,Pakistani,5,-,The first part was to research on the difference between cooperation among students. The second part was to measure the tippiing point of risk among diverse young people. ,0,1,2,1,4,2,2,1,3,5,1,3,3,1,4,3,4,3,1,5,5,2,1,5,3,4,2,3,3,2,5,6.24,7,2,1,3,4,2,1,1,1,3,2,1,0,6,8,13,10,6,8,12,10,8,1,2,0.833318157,10,2,0.718866983,0.9,60,0.273169801,2,60,114,3,0
14,1,10,22,21,1,1,1,1,1,1,1,1,0.613,4,2,1,4,3,4,1,1,1,1,It feels good,Interact with friends,Have a close relationship with friends of the opposite gender,Privacy,No distraction,Security,11,10,11,11,0,0,0.954338619,0.806181646,0.425130924,0.775616907,1,1,3,3,7,4,2,2,9,4,3,4,2,1,2,1,1,0,1,1,1,1,1,9,98,0,,1,2,1,1,2,2,1,1,2,2,2,22,Electrical Engineering,Ethiopian,10,Christian- Orthodox,It is about individual decision making in social and economic situations,4,1,2,5,4,4,4,4,5,4,3,5,2,4,5,5,3,1,3,3,2,5,3,2,2,3,3,2,2,1,1,5.928,6,1,4,3,2,2,1,2,1,4,1,1,60,4,8,11,13,3,8,10,12,8,1,2,0.967167758,11,2,0.149209949,1,60,0.808880906,1,62,116.8,3,0
15,1,10,20,19,2,2,2,2,2,2,2,2,0.703,5,3,2,1,4,3,1,0,1,1,Can bring friends from other genders to hangout with,More international/diverse,,Quiet,More likely to like in a room by yourself,,10,9,10,10,1,1,0.574167222,0.041115523,0.028493201,0.899523656,4,2,8,8,10,5,2,2,9,4,1,4,2,1,2,1,1,0,2,1,2,2,2,1,70,0,,1,1,1,1,1,1,1,1,1,1,2,20,Computer Science and Economics,Republic of Korea,8,,Risk Aversion regarding Gender,3,0,2,3,2,4,4,5,4,2,1,4,3,2,4,4,2,3,2,4,5,4,2,3,2,5,4,2,4,1,4,10.8,11,2,4,1,3,2,1,1,1,1,1,2,40,8,6,12,13,8,6,12,13,12,11,0,0.777315574,9,1,0.740099883,0.8,40,0.383424216,2,40,86,3,0
16,1,10,20,19,2,2,2,2,2,2,2,2,0.411,3,2,1,3,4,4,1,0,1,1,"Especially when the person's friend group consists of both sexes, visitation floor allows the group to stay together",,,"People in visitation tend to have louder parties, which give non-visitation more peace",,,10,9,10,10,1,1,0.198169853,0.752881296,0.067158754,0.858558733,10,5,4,4,9,5,3,3,9,4,1,4,1,1,2,1,1,0,2,1,2,2,2,3,80,0,,1,1,1,1,1,1,1,1,1,2,2,23,Engineering,,9,,I think it is about game theory and whether the identity of the person we interact with affects our decisions,3,0,2,3,2,4,4,4,4,3,2,5,2,4,3,4,3,2,4,3,1,2,2,4,3,3,3,3,3,3,4,2.928,3,1,3,2,4,3,3,3,3,3,1,2,40,6,8,11,12,6,8,11,12,8,5,0,0.368699635,5,1,0.688059595,0.4,40,0.641974728,1,40,86,3,1
18,1,10,10,9,2,1,2,2,2,1,2,2,0.12,1,1,2,3,4,2,1,0,1,1,Having anyone of any gender over.,More social interactions,,More privacy,,,5,4,5,5,0,0,0.906721477,0.420158214,0.950603978,0.944407958,1,1,3,3,1,1,1,1,9,4,1,4,1,1,2,1,1,0,2,1,1,2,2,2,90,0,,1,1,1,2,1,1,1,1,2,2,2,19,Mechanical Engineering,Canada,3,,I beleive this experiment was about studying decision making behaviour based on probabilities and gender. It was trying to see whether either of these would influence decision making.,0,0,2,3,4,4,4,4,4,3,3,2,1,3,2,2,3,3,2,1,1,1,2,3,3,2,3,2,2,3,4,17.568,18,3,4,2,1,2,1,3,3,2,1,1,60,2,4,6,6,2,4,6,6,2,0,3,0.214578636,3,1,0.629062386,0.2,40,0.949060572,1,63,118.2,2,0
19,1,10,10,9,1,1,1,1,1,1,1,1,0.367,3,2,1,3,4,3,1,1,1,1,You can have friends over,You can go to other peoples place for various reasons,,You can sleep well,,,5,4,5,5,0,0,0.638956724,0.415579161,0.794678311,0.130088384,3,2,2,2,1,1,3,3,9,1,1,4,1,4,2,1,1,0,1,1,1,1,1,5,100,0,,1,1,1,1,1,1,1,1,1,2,2,20,Economics,Moldova,3,-,1st it was about whether people base their economic decisions on gender. 2nd it was about risk averseness,1,0,2,3,4,2,4,4,5,2,4,2,2,4,5,5,5,5,5,3,1,5,1,1,1,4,1,1,1,1,5,7.56,8,2,1,4,3,2,1,3,3,1,1,1,60,4,4,7,7,3,4,6,6,4,1,2,0.122555761,2,1,0.768970948,0.1,40,0.510096418,1,62,116.8,2,0
20,1,10,12,11,2,1,2,2,2,1,2,2,0.554,4,2,1,4,3,4,1,0,1,0,More diverse suitemates and floormates,Less isolated,No negative stereotype attached to you,Much quieter,No suitemates having over night guests of the opposite gender,Oftentimes the spaces are cleaner ,6,5,6,6,1,1,0.929955938,0.136548663,0.143071116,0.361840762,2,1,6,6,4,2,4,4,9,4,2,4,2,1,2,1,1,0,1,1,2,2,2,3,80,0,,1,1,1,1,1,1,1,1,1,1,2,22,SRPP & ACS,American-Egyptian,5,-,Gender and trust,1,1,2,3,5,4,4,5,4,5,4,5,1,2,5,5,1,2,3,3,1,5,3,3,4,4,4,3,2,2,4,16.728,17,3,4,1,2,2,1,3,3,3,2,2,40,4,4,6,6,4,4,6,6,4,1,2,0.309041974,4,1,0.068453875,0.3,40,0.973380511,1,42,88.8,4,0
1,1,11,16,15,1,1,2,1,1,1,2,1,0.434,3,2,1,3,4,1,1,1,1,1,Communicate easily with both genders,People are more sociable (at least from comparison),"Lounges are always full of people watching movies, cooking food, and studying",It is clean,Decreases destruction because of opposite sex representatives,Easier to follow religious rules,8,7,8,8,1,1,0.932386498,0.905238456,0.77151943,0.507436699,2,1,2,2,3,2,4,4,9,4,1,4,2,1,2,1,1,0,1,1,1,2,1,6,80,1,If the person is risk taker or not,1,1,1,1,1,1,1,1,1,2,2,19,Electrical Engineering,Kazakhstani,5,,"Risk taking, while making choice, where success depends not only on your choice but also on others choice, if your are choosing risky option",4,0,2,2,4,5,4,3,5,4,4,2,1,1,5,4,2,2,5,2,3,3,4,5,2,4,2,2,4,2,4,8.832,9,2,3,1,4,2,1,3,3,1,1,1,60,6,6,9,10,5,6,9,9,6,0,3,0.758396389,9,1,0.448588944,0.8,40,0.679697769,1,63,118.2,2,0
2,1,11,14,13,1,1,1,1,1,1,1,1,0.796,5,3,2,1,4,1,1,1,1,1,mots people live there ,anyone can come to your room,,more likely to get a single ,,,7,6,7,7,0,0,0.88814319,0.842836086,0.314453249,0.729754487,1,1,2,2,6,3,2,2,9,4,1,4,1,1,2,1,1,0,1,1,1,1,1,10,80,0,,1,1,1,1,1,1,1,2,2,2,2,18,political science ,american ,2,,mutually beneficial choices and rational risk taking,2,1,2,4,3,4,4,5,3,3,3,3,1,3,3,3,3,3,3,1,3,2,3,3,2,4,3,2,3,3,4,9.672,10,2,3,4,1,2,1,3,3,4,1,1,60,7,6,12,13,6,6,11,12,11,1,2,0.457263317,6,1,0.101877263,0.5,40,0.42822955,2,40,86,4,0
3,1,11,14,13,2,1,2,1,2,1,2,1,0.85,6,4,2,1,3,1,1,1,2,0,Seeing friends in different gender,,,Cleaner,Quieter,,7,7,7,6,0,0,0.61317194,0.383680536,0.539021453,0.20645405,2,1,6,6,4,2,6,6,9,4,1,4,2,1,2,2,1,0,1,1,1,2,2,9,90,1,Gender,2,1,1,2,1,1,1,2,2,2,2,20,Visual Arts,Vietnamese,6,-,Decision Making Based on Choices and Probability,0,0,2,2,5,3,4,5,5,3,1,2,2,5,1,1,5,5,1,1,1,3,1,1,1,1,1,1,1,1,1,2.712,3,1,3,2,4,3,3,3,3,1,1,2,40,3,4,6,7,3,4,6,6,6,3,0,0.436040877,5,1,0.424716709,0.4,40,0.380882523,2,40,86,3,0
4,1,11,16,15,2,2,2,2,2,2,2,2,0.583,4,2,1,4,3,2,1,0,2,0,More flexibility when it comes to bringing friends in the dorms,,,Quiet,Clean,,8,8,8,7,1,1,0.631151702,0.590746412,0.491067427,0.041370382,4,2,6,6,4,2,8,8,9,4,1,4,2,1,2,1,1,0,2,1,2,2,2,5,50,1,My reward,1,1,1,1,1,1,1,1,1,2,2,19,Economics,Romanian,3,,Decision making strategies and risk assesment,2,0,2,2,1,5,3,4,5,2,2,5,4,3,5,5,5,5,5,3,4,5,5,1,3,4,4,4,4,4,1,11.352,12,2,4,3,1,2,1,3,3,2,2,2,40,3,4,8,7,3,4,8,7,4,1,2,0.828364002,10,2,0.271687903,0.9,60,0.817949593,1,42,88.8,1,0
5,1,11,16,15,2,2,2,2,2,2,2,2,0.064,1,1,2,3,4,1,1,1,1,1,Access for my female friends ,Access for my girlfriend,,Your roommate wont make you sleep on the couch,,,8,7,8,8,1,1,0.299250857,0.046007634,0.606336328,0.198280844,4,2,8,8,5,3,6,6,9,4,1,4,1,1,2,1,1,0,2,1,2,2,2,2,95,0,,1,1,1,1,1,1,1,1,1,1,2,19,Economics,Peruvian ,8,,"Risk taking behaviour, utilizing game theory but adding a slight human factor of how we react to different \qpersonalities\q, as well as our willingness to risk without any other human factor involved. ",6,0,2,3,3,4,4,4,5,4,2,2,1,2,2,2,2,2,1,3,1,1,3,5,3,4,3,2,2,2,5,10.944,11,2,4,1,3,2,1,3,3,2,1,2,40,3,6,7,8,3,6,7,8,3,1,2,0.024814964,1,1,0.938601603,0,40,0.1091017,2,40,86,2,0
6,1,11,18,17,2,1,2,1,2,1,2,1,0.426,3,2,1,3,4,2,1,0,2,1,You can have your male friends come over,You get to have a room mate,You are not secluded from the rest of the community,You get to live in a single room,You get a lot of privacy,You also end up befriending many Emirati girls,9,9,9,8,0,0,0.212603882,0.562891615,0.390074352,0.075022226,4,2,5,5,7,4,8,8,9,1,1,4,2,1,2,1,1,0,1,1,2,2,1,6,50,1,gender and ability to take risks,1,1,1,1,1,1,1,1,1,1,2,19,Computer Science,Indian,8,,I think it is to test our ability to take risks and our perception of other people's ability to take risks. ,1,1,2,5,4,4,3,1,5,4,5,4,4,4,3,3,1,3,1,2,1,4,3,3,3,5,5,5,3,1,5,13.368,14,3,1,4,2,2,1,3,1,2,2,1,0,4,3,5,8,4,3,5,7,3,3,0,0.793750429,9,1,0.469684253,0.8,40,0.00175165,2,40,86,1,0
7,1,11,16,15,2,2,1,1,2,2,1,1,0.724,5,3,2,1,4,3,1,1,2,1,i can have my boyfriend over,we can have group meeting with people from the other gender,,you're away from guys!!!!!,,,8,8,8,7,1,1,0.077038662,0.39144639,0.043507825,0.892833489,8,4,6,6,8,4,2,2,9,4,1,4,3,2,3,1,1,0,1,1,2,2,1,7,50,0,-,1,2,1,2,2,1,2,1,2,1,2,20,political science,albanian,9,-,decision making when the participant is uncertain who is the opponent but still wants to make the most of the points,6,0,2,2,1,3,3,3,5,1,4,4,3,5,5,5,1,1,5,1,1,2,3,4,3,3,4,4,4,5,3,3.096,4,1,3,4,2,3,1,3,1,4,1,1,60,6,7,13,13,6,7,12,12,12,5,0,0.437780405,5,2,0.741632799,0.4,0,0.462074236,2,0,30,4,1
8,1,11,16,15,1,1,2,1,1,1,2,1,0.384,3,2,1,3,4,1,1,1,2,1,You can have male friends visit your dorm,Allows for mixed gender activities/celebrations,,Increased privacy if you want it,,,8,8,8,7,1,1,0.855371775,0.675145506,0.922365428,0.233423068,2,1,3,3,1,1,5,5,9,4,1,4,2,1,2,1,1,0,1,1,1,2,1,6,60,0,,1,1,1,1,1,1,1,1,2,2,2,20,Political Science,Czech,9,,How decision making is affected by gender/interactions with other genders,0,1,2,4,4,5,5,4,5,4,2,3,2,3,4,3,2,4,2,2,1,2,4,2,2,4,4,4,4,2,2,20.592,21,4,2,1,3,2,1,3,3,3,2,2,40,5,6,6,8,4,6,6,7,6,0,3,0.214739425,3,1,0.734310809,0.2,40,0.614802565,1,43,90.2,3,1
9,1,11,18,17,1,1,1,1,1,1,1,1,0.956,6,4,2,1,3,1,1,0,2,1,All kinds of friends are allowed to visit you.,Your boyfriend is not allowed to visit you.,No diversity. ,You can wear whatever you want.,The floors are cleaner.,Boys make a lot of noise. ,9,9,9,8,0,0,0.694932317,0.976853302,0.353115257,0.6685142,2,1,1,1,5,3,3,3,9,4,1,4,1,1,2,1,1,0,1,1,1,1,1,15,90,0,,1,1,1,1,1,1,1,1,2,2,2,21,Psychology,Moldovan,8,-,"Decision-making process: whether people will choose to cooperate, given that both parties receive more points in this case, or not.",3,1,2,4,3,5,4,3,5,3,2,4,2,5,5,3,4,2,1,2,1,1,3,3,3,4,2,4,4,2,2,12.144,13,3,1,2,4,2,1,3,3,1,1,1,60,6,7,13,14,5,7,12,13,13,2,1,0.014397262,1,1,0.055127183,0,40,0.628981587,1,61,115.4,3,0
10,1,11,14,13,1,1,1,1,1,1,1,1,0.553,4,2,1,4,3,1,1,1,1,1,I can bring my guests with me.,I can have my girl-friends come in my room.,It is more inclusive in terms of how everyone can come and meet up in the same room.,Privacy is maintained.,,,7,6,7,7,0,0,0.9864154,0.112869802,0.195247347,0.587352592,1,1,7,7,5,3,3,3,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,5,90,0,,1,1,1,1,1,1,1,1,1,1,2,20,Economics,Nepalese,7,-,Nash Equilibrium,8,0,2,3,4,2,2,2,5,2,2,2,2,4,3,3,2,2,1,5,1,1,4,4,4,4,2,4,2,4,4,17.064,18,3,4,2,1,2,1,1,1,1,2,1,0,4,4,6,6,3,4,5,5,4,1,2,0.570823569,7,1,0.959273735,0.6,40,0.230846511,2,40,86,2,0
11,1,11,12,11,1,1,1,1,1,1,1,1,0.442,3,2,1,3,4,2,1,1,2,1,Vibrant,,,Noisy,,,7,7,5,4,0,0,0.67335076,0.62230163,0.918883403,0.768061898,2,1,3,3,1,1,2,2,9,4,1,4,1,1,4,1,1,0,1,1,1,1,1,5,50,0,,1,1,1,1,1,1,1,2,2,2,2,20,Political Science,American,1,-,"game theory, risk aversion",0,1,2,2,4,4,4,4,4,4,4,4,2,2,4,4,2,2,2,4,1,4,4,2,4,2,5,4,4,5,1,7.464,8,2,1,4,3,2,1,3,3,1,1,1,60,4,4,8,8,3,4,7,7,4,1,2,0.242224475,3,1,0.778519904,0.2,40,0.57996276,1,62,116.8,2,0
12,1,11,12,11,2,2,2,2,2,2,2,2,0.783,5,3,2,1,4,4,1,1,1,1,Can bring people of both genders,,,"More quiet, as less parties and gatherings will take place",,,6,5,6,6,1,1,0.141386311,0.256349604,0.541609647,0.396545498,5,3,5,5,3,2,6,6,9,4,2,4,2,1,2,1,1,0,2,1,2,2,2,8,70,0,,1,1,1,1,1,1,1,1,1,2,2,21,Computer Engineering,Greek,3,-,Psychology and mainly regartding human choices,0,0,2,4,3,4,5,4,5,2,1,4,3,4,3,4,5,2,5,4,1,3,1,4,1,4,1,1,1,2,4,2.184,3,1,3,2,4,2,1,3,3,4,1,2,40,4,5,7,6,4,5,7,6,7,1,2,0.303607478,4,1,0.082468807,0.3,40,0.75509219,1,42,88.8,4,0
13,1,11,20,19,2,1,1,1,2,1,1,1,0.847,6,4,2,1,3,4,1,0,1,1,ability to gather with friends of opposite sex in a none academic setup,,,for more conservative cultures - the ability to not be obliged to interact with opposite sex ,,,11,10,9,9,0,0,0.700974092,0.30382031,0.205372819,0.913297599,5,3,11,11,11,6,2,2,9,1,2,4,2,1,2,1,1,0,1,1,1,2,1,14,80,1,"similarity to my avatar, but also general steretypical gender roles as well as randomness",1,1,1,1,1,1,1,1,2,2,2,21,Political Science,,5,-,"predicting and understading choice based on different aspects of avatars (gender, etc.)",10,1,2,5,3,4,4,3,3,4,4,2,1,4,3,3,4,4,4,1,1,2,3,5,3,4,3,2,3,2,4,17.784,18,3,4,2,1,2,1,3,1,4,1,1,60,6,8,13,10,6,8,12,9,9,5,0,0.432168764,5,1,0.236086212,0.4,40,0.287572802,2,40,86,1,1
14,1,11,22,21,1,2,2,1,1,2,2,1,0.073,1,1,2,3,4,3,1,0,2,1,I can have my boyfriend coming over to my room,I can have my male friends visit me ,,I would be able to be neighbours with Emirati girls ,,,11,11,11,10,0,0,0.714070979,0.356912136,0.03668582,0.362688668,3,2,7,7,11,6,9,9,9,4,1,4,2,1,2,2,1,0,1,1,2,2,1,8,80,1,"The fact that I felt that if we are both females, we might be more likely to cooperate with one another ",1,1,1,1,1,1,1,2,2,2,2,22,Economics,Venezuelan,8,,Trust for negotiating and how it is related to gender ,0,0,2,2,3,5,4,4,4,2,2,2,2,2,5,5,1,2,1,1,1,1,4,4,3,4,3,5,5,2,4,16.008,17,3,4,1,2,2,1,1,1,4,2,1,0,9,4,11,13,8,4,11,12,8,0,3,0.456467116,6,1,0.793355016,0.5,40,0.387291847,2,40,86,4,0
15,1,11,20,19,1,2,2,2,1,2,2,2,0.023,1,1,2,3,4,4,1,1,2,1,You can live around all your friends - males/females/any other identidication,You can easily host anyone in your apartment - clearly someone who is not of your gender is easier ,"Also, hosting people from off campus and family and guests is much more feasible.",You have a much more quiet living arrangement ,you're more likely to get more personal space or a single,,10,10,10,9,1,1,0.021213358,0.439775812,0.028592867,0.049368446,10,5,6,6,10,5,9,9,9,1,2,4,2,1,2,1,1,0,1,1,2,2,2,4,73,0,,1,1,1,1,1,1,1,1,1,1,2,21,Literature ,Jordanian,5,,Risk taking ,5,1,2,5,3,3,3,2,5,3,4,3,1,3,3,4,2,3,1,1,1,1,4,1,2,5,4,2,3,3,2,17.64,18,3,4,2,1,2,1,3,3,1,2,1,0,7,7,12,13,6,7,12,13,6,2,1,0.233535534,3,1,0.291930311,0.2,40,0.602798963,1,1,31.4,1,0
16,1,11,20,19,2,2,1,1,2,2,1,1,0.831,5,3,2,1,4,2,1,0,2,1,You could hang out with your opposite-sex friends easier.,,,"If you are gay, it is probably a benefit to live in non-vis.",,,10,10,10,9,1,1,0.046668691,0.164057322,0.103974112,0.149951512,9,5,8,8,9,5,8,8,9,4,1,4,2,1,2,2,2,0,1,1,2,2,1,12,70,0,,1,1,1,1,2,2,2,2,2,2,2,20,Computer Science,Turkish,9,,The behaviour of decision making when two subjects who are strangers are matched. ,1,0,2,4,4,2,3,4,5,1,2,5,2,5,4,4,1,3,1,1,1,1,2,3,1,4,4,4,5,3,3,4.824,5,1,4,2,3,3,3,3,3,3,1,1,60,8,6,11,12,8,6,10,11,10,2,1,0.295322771,4,1,0.399274489,0.3,40,0.190782177,2,40,86,1,0
20,1,11,12,11,1,1,1,1,1,1,1,1,0.578,4,2,1,4,3,4,1,0,2,1,fun,,,quiet,,,6,6,6,5,1,1,0.477967492,0.074676609,0.965991931,0.516669979,3,2,6,6,1,1,5,5,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,5,80,0,,1,1,1,1,1,1,1,2,2,2,2,21,philosophy,Taiwan,9,-,how gender affects risk taking behavior,1,1,2,3,3,4,5,4,4,4,4,4,2,5,5,5,1,3,2,1,1,1,2,2,2,2,2,2,4,3,2,2.688,3,1,3,2,4,2,1,3,3,3,1,1,60,5,4,6,6,4,4,5,5,4,1,2,0.202482886,3,1,0.157860457,0.2,40,0.646352208,1,62,116.8,4,1
1,1,12,16,15,1,1,2,2,1,1,2,2,0.563,4,2,1,4,3,1,1,1,2,1,friends,free to invite people I want,,patriarchy,,,8,8,8,7,1,1,0.485177249,0.062367353,0.927057914,0.208096595,4,2,8,8,1,1,7,7,9,4,1,4,2,1,2,1,1,0,1,1,1,2,2,8,35,0,,1,1,1,1,1,1,1,1,2,2,2,21,computer science,Czech,9,,about how people make decision based on the perceived chances they have including prejudices,0,1,2,5,3,1,2,1,4,3,2,4,1,5,4,3,2,2,1,1,1,1,3,2,3,2,4,5,4,5,2,17.736,18,3,4,2,1,2,1,3,3,1,1,1,60,5,6,9,10,4,6,9,10,6,2,1,0.3888555,5,1,0.575052764,0.4,40,0.771842407,1,61,115.4,2,0
2,1,12,14,13,1,1,1,1,1,1,1,1,0.986,6,4,2,1,3,1,1,1,2,1,My male friends can visit.,My roommate's male friends can visit.,It creates a more diverse environment.,It might be crowded.,Sometimes it might be uncomfortable to have male people in the suite.,Sometimes I might not feel as free to wear what I want if there are male people around.,7,7,7,6,0,0,0.882684987,0.61817307,0.537296141,0.28597094,1,1,3,3,2,1,7,7,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,9,80,0,,1,1,1,1,1,1,1,1,2,2,2,19,Psychology,Bulgarian,3,,Decision making with a focus on gender,0,1,2,4,2,4,4,4,4,4,1,2,2,4,4,4,2,1,1,1,1,1,4,1,3,4,4,4,4,2,2,17.736,18,3,4,2,1,2,1,3,3,4,1,1,60,5,7,12,13,4,7,11,12,12,3,0,0.284675313,4,1,0.08836617,0.3,40,0.785854961,1,60,114,1,0
3,1,12,14,13,1,1,1,1,1,1,1,1,0.638,4,2,1,4,3,1,1,1,1,1,"More liberal, probably like-minded people",Girls can come and visit,,"If you are religious, for certain religions, imposing boundaries upon the visitation of the opposite sex is necessary.",,,7,6,7,7,0,0,0.697308984,0.873216535,0.725691459,0.766879084,3,2,1,1,3,2,4,4,9,4,3,4,2,1,2,1,1,0,1,1,1,1,1,6,80,0,,1,1,1,1,1,1,1,1,2,2,2,18,History,Filipino-American,8,-,"How we make decisions based on the various risks involved (either in dealing with other humans, like in Part 1, or just when presented with probability in general)",3,1,2,4,4,4,4,5,3,2,2,5,2,3,3,3,2,4,2,3,1,2,2,2,4,4,3,2,2,3,4,5.256,6,1,4,3,2,2,1,3,3,1,2,1,0,6,5,6,7,5,5,5,6,5,1,2,0.876098509,10,2,0.452836963,0.9,60,0.901713357,1,2,32.8,2,0
