CaseNumber,IPAddress,DurationInMins,GroupSize,Mechanism,Cooperation,ExpCo,Nother,ExpCoP,PercEffi,conflict1,conflict2,conflict2r,conflict3,conflict4,conflict4r,conflict5,conflict6,conflict6r,Conflict,IR1_Q1,IR1_Q2,IR2_Q1,IR2_Q2,IR3_Q1,IR3_Q2,IR4_Q1,IR4_Q2,PunishQ1_1,PunishQ1_2,PunishQ1_3,PunishQ1_4,PunishQ2_1,PunishQ2_2,PunishQ2_3,PunishQ2_4,PunishQ3_1,PunishQ3_2,PunishQ3_3,PunishQ3_4,PunishQ4_1,PunishQ4_2,PunishQ4_3,PunishQ4_4,Age,Gender
573,71.224.108.168,7.4,4-person group,punishment,contribute 20,3,3,1,6,"slightly disagree
2
","neutral
3
",3,"slightly agree
4
","neutral
3
",3,"slightly agree
4
","neutral
3
",3,3.1666666666666665,,,,,,,,,3,2,2,3,3,2,2,3,3,2,2,3,2,2,2,4,47,Female
574,99.74.232.107,7.383333333333334,40-person group,reputation,contribute 0,10,39,0.2564102564102564,3,"slightly disagree
2
","slightly agree
4
",2,"completely disagree
1
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,1.8333333333333333,Member 1 (contribute 20 tokens),0 tokens,Member 3 (contribute 0 tokens),0 tokens,Member 2 (contribute 0 tokens),0 tokens,Member 1 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,32,Male
575,103.51.153.211,7.383333333333334,40-person group,control,contribute 20,16,39,0.41025641025641024,7,"slightly agree
4
","completely agree
5
",1,"neutral
3
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,2,,,,,,,,,,,,,,,,,,,,,,,,,36,Male
576,41.57.104.175,7.366666666666666,4-person group,control,contribute 0,1,3,0.3333333333333333,6,"slightly agree
4
","completely agree
5
",1,"slightly agree
4
","slightly agree
4
",2,"completely agree
5
","slightly agree
4
",2,3,,,,,,,,,,,,,,,,,,,,,,,,,26,Male
577,99.203.200.139,7.366666666666666,20-person group,punishment,contribute 0,0,19,0,3,"completely disagree
1
","completely agree
5
",1,"completely agree
5
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1.6666666666666667,,,,,,,,,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,31,Male
578,98.231.60.54,7.366666666666666,4-person group,punishment,contribute 20,2,3,0.6666666666666666,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,0,0,0,10,0,0,0,10,3,3,4,0,0,0,0,10,46,Male
579,172.251.253.20,7.35,40-person group,reputation,contribute 20,10,39,0.2564102564102564,3,"completely agree
5
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,"slightly agree
4
","neutral
3
",3,3.1666666666666665,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,25,Male
580,172.73.12.254,7.35,4-person group,control,contribute 20,2,3,0.6666666666666666,5,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,32,Female
581,184.75.157.247,7.333333333333333,20-person group,reputation,contribute 20,8,19,0.42105263157894735,4,"slightly disagree
2
","slightly agree
4
",2,"completely disagree
1
","slightly agree
4
",2,"slightly disagree
2
","completely agree
5
",1,1.6666666666666667,Member 3 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,24,Male
582,108.66.4.224,7.333333333333333,20-person group,reputation,contribute 20,9,19,0.47368421052631576,3,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,4,Member 3 (contribute 20 tokens),0 tokens,Member 2 (contribute 20 tokens),0 tokens,Member 1 (contribute 20 tokens),0 tokens,Member 3 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,27,Female
583,104.244.218.231,7.333333333333333,20-person group,reputation,contribute 20,6,19,0.3157894736842105,4,"neutral
3
","slightly agree
4
",2,"slightly agree
4
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2.5,Member 3 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 3 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,37,Male
584,74.130.10.2,7.333333333333333,20-person group,reputation,contribute 20,10,19,0.5263157894736842,3,"neutral
3
","neutral
3
",3,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","neutral
3
",3,3.5,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,40,Male
585,172.58.23.175,7.316666666666666,20-person group,control,contribute 20,10,19,0.5263157894736842,5,"neutral
3
","completely agree
5
",1,"neutral
3
","completely agree
5
",1,"slightly agree
4
","slightly agree
4
",2,2.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,24,Male
586,107.77.223.40,7.316666666666666,4-person group,reputation,contribute 20,3,3,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","slightly agree
4
",2,1.1666666666666667,Member 3 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,33,Female
587,75.90.236.17,7.316666666666666,4-person group,punishment,contribute 20,3,3,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,34,Male
588,107.217.105.108,7.316666666666666,20-person group,control,contribute 20,10,19,0.5263157894736842,1,"slightly agree
4
","completely disagree
1
",5,"completely agree
5
","completely disagree
1
",5,"completely agree
5
","completely disagree
1
",5,4.833333333333333,,,,,,,,,,,,,,,,,,,,,,,,,50,Male
589,98.216.255.239,7.3,20-person group,punishment,contribute 20,10,19,0.5263157894736842,3,"slightly disagree
2
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,2.3333333333333335,,,,,,,,,0,0,0,10,0,0,5,5,0,3,3,4,3,3,3,1,30,Male
590,76.93.229.113,7.3,40-person group,reputation,contribute 20,28,39,0.717948717948718,5,"slightly agree
4
","neutral
3
",3,"neutral
3
","neutral
3
",3,"slightly agree
4
","neutral
3
",3,3.3333333333333335,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,39,Female
591,76.95.128.13,7.3,4-person group,control,contribute 20,2,3,0.6666666666666666,3,"slightly disagree
2
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2.1666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,64,Male
592,71.171.84.56,7.3,20-person group,control,contribute 20,15,19,0.7894736842105263,6,"slightly agree
4
","slightly agree
4
",2,"slightly agree
4
","slightly agree
4
",2,"neutral
3
","neutral
3
",3,3,,,,,,,,,,,,,,,,,,,,,,,,,71,Female
593,71.87.122.29,7.283333333333333,40-person group,control,contribute 0,20,39,0.5128205128205128,3,"slightly agree
4
","slightly agree
4
",2,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,3.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,33,Female
594,68.48.151.13,7.283333333333333,20-person group,punishment,contribute 0,12,19,0.631578947368421,4,"slightly agree
4
","slightly agree
4
",2,"completely agree
5
","slightly disagree
2
",4,"slightly agree
4
","completely disagree
1
",5,4,,,,,,,,,3,3,4,0,,0,10,0,0,5,5,0,3,3,4,0,35,Male
595,72.230.132.90,7.283333333333333,4-person group,reputation,contribute 20,3,3,1,6,"neutral
3
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","slightly agree
4
",2,1.5,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,61,Male
596,146.187.208.41,7.266666666666667,40-person group,reputation,contribute 20,13,39,0.3333333333333333,3,"neutral
3
","slightly disagree
2
",4,"slightly agree
4
","neutral
3
",3,"slightly agree
4
","slightly agree
4
",2,3.3333333333333335,Member 2 (contribute 20 tokens),0 tokens,Member 3 (contribute 0 tokens),0 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,22,Female
597,76.216.170.247,7.266666666666667,4-person group,reputation,contribute 20,3,3,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,27,Female
598,24.178.98.18,7.266666666666667,20-person group,control,contribute 0,5,19,0.2631578947368421,3,"slightly disagree
2
","neutral
3
",3,"slightly agree
4
","neutral
3
",3,"neutral
3
","neutral
3
",3,3,,,,,,,,,,,,,,,,,,,,,,,,,29,Female
599,71.182.199.33,7.266666666666667,4-person group,punishment,contribute 20,2,3,0.6666666666666666,5,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","neutral
3
",3,2,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,31,Male
600,73.109.36.174,7.266666666666667,4-person group,control,contribute 20,3,3,1,6,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","neutral
3
",3,2.1666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,37,Female
601,98.217.89.28,7.25,4-person group,punishment,contribute 20,1,3,0.3333333333333333,5,"slightly disagree
2
","slightly agree
4
",2,"completely disagree
1
","slightly agree
4
",2,"slightly disagree
2
","neutral
3
",3,2,,,,,,,,,1,1,1,7,0,0,4,6,0,3,3,4,2,2,2,4,18,Male
602,68.102.144.34,7.25,4-person group,reputation,contribute 20,3,3,1,7,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","slightly agree
4
",2,1.5,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,29,Male
603,174.101.124.142,7.25,40-person group,punishment,contribute 20,15,39,0.38461538461538464,6,"completely agree
5
","slightly agree
4
",2,"slightly agree
4
","completely agree
5
",1,"completely agree
5
","completely agree
5
",1,3,,,,,,,,,2,2,2,4,2,2,2,4,2,4,2,2,7,2,1,0,31,Female
604,167.160.113.4,7.25,40-person group,reputation,contribute 20,30,39,0.7692307692307693,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,39,Female
605,47.149.13.65,7.233333333333333,40-person group,control,contribute 20,14,39,0.358974358974359,5,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","completely agree
5
",1,"neutral
3
","slightly agree
4
",2,2.1666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,22,Female
606,73.142.111.254,7.233333333333333,40-person group,control,contribute 20,39,39,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,,,,,,,,,,,,,,,,,27,Female
607,108.36.109.120,7.233333333333333,4-person group,control,contribute 20,2,3,0.6666666666666666,5,"slightly agree
4
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"slightly disagree
2
","slightly agree
4
",2,1.8333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,30,Male
608,24.23.8.199,7.233333333333333,40-person group,punishment,contribute 0,5,39,0.1282051282051282,1,"neutral
3
","completely disagree
1
",5,"slightly agree
4
","slightly disagree
2
",4,"neutral
3
","slightly disagree
2
",4,3.8333333333333335,,,,,,,,,3,3,4,0,0,0,0,10,0,0,0,10,1,1,8,0,31,Male
609,68.185.54.6,7.233333333333333,20-person group,punishment,contribute 20,10,19,0.5263157894736842,4,"neutral
3
","neutral
3
",3,"slightly agree
4
","neutral
3
",3,"neutral
3
","neutral
3
",3,3.1666666666666665,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,32,Male
610,208.87.234.201,7.216666666666667,20-person group,punishment,contribute 20,19,19,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,29,Male
611,174.44.162.224,7.216666666666667,4-person group,reputation,contribute 20,3,3,1,5,"slightly disagree
2
","completely agree
5
",1,"neutral
3
","neutral
3
",3,"slightly disagree
2
","slightly agree
4
",2,2.1666666666666665,Member 3 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,41,Female
612,47.32.227.91,7.2,40-person group,punishment,contribute 20,5,39,0.1282051282051282,6,"completely disagree
1
","neutral
3
",3,"completely agree
5
","neutral
3
",3,"slightly agree
4
","completely agree
5
",1,2.8333333333333335,,,,,,,,,0,0,0,10,0,0,3,7,0,2,2,6,2,2,2,4,21,Female
613,128.119.202.101,7.2,4-person group,reputation,contribute 20,2,3,0.6666666666666666,6,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,1.5,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,21,Female
614,65.131.31.162,7.2,20-person group,punishment,contribute 20,15,19,0.7894736842105263,7,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","slightly agree
4
",2,1.5,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,25,Male
615,99.128.246.142,7.2,20-person group,reputation,contribute 20,7,19,0.3684210526315789,7,"slightly agree
4
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,1.8333333333333333,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,44,Female
616,189.216.115.81,7.2,4-person group,control,contribute 0,0,3,0,4,"completely disagree
1
","slightly disagree
2
",4,"completely agree
5
","slightly disagree
2
",4,"completely agree
5
","completely agree
5
",1,3.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,58,Female
617,137.118.229.8,7.183333333333334,4-person group,punishment,contribute 0,0,3,0,2,"slightly disagree
2
","slightly disagree
2
",4,"slightly disagree
2
","neutral
3
",3,"slightly disagree
2
","slightly disagree
2
",4,2.8333333333333335,,,,,,,,,3,3,4,0,0,0,10,0,0,5,5,0,3,3,4,0,28,Male
618,73.193.57.208,7.15,20-person group,reputation,contribute 20,10,19,0.5263157894736842,5,"neutral
3
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1.3333333333333333,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,37,Female
619,72.203.1.160,7.133333333333334,20-person group,reputation,contribute 0,8,19,0.42105263157894735,4,"slightly agree
4
","neutral
3
",3,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","completely disagree
1
",5,3.1666666666666665,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,Member 3 (contribute 0 tokens),6 tokens,,,,,,,,,,,,,,,,,44,Female
620,76.186.110.200,7.116666666666666,20-person group,control,contribute 0,8,19,0.42105263157894735,1,"slightly disagree
2
","neutral
3
",3,"completely agree
5
","slightly disagree
2
",4,"slightly disagree
2
","slightly disagree
2
",4,3.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,54,Male
621,104.223.8.100,7.1,4-person group,reputation,contribute 20,3,3,1,7,"neutral
3
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1.5,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,36,Female
622,69.178.82.88,7.1,4-person group,control,contribute 20,1,3,0.3333333333333333,6,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"neutral
3
","neutral
3
",3,2,,,,,,,,,,,,,,,,,,,,,,,,,41,Female
623,108.95.131.70,7.1,4-person group,punishment,contribute 20,2,3,0.6666666666666666,3,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,59,Female
624,68.111.198.189,7.083333333333333,20-person group,reputation,contribute 0,5,19,0.2631578947368421,2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","neutral
3
",3,"slightly disagree
2
","slightly disagree
2
",4,2.5,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,46,Female
625,66.61.59.177,7.066666666666666,40-person group,reputation,contribute 20,10,39,0.2564102564102564,5,"neutral
3
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"slightly disagree
2
","slightly agree
4
",2,1.6666666666666667,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,32,Male
626,71.68.35.2,7.066666666666666,20-person group,control,contribute 20,19,19,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,,,,,,,,,,,,,,,,,38,Male
627,73.8.207.200,7.05,20-person group,punishment,contribute 20,19,19,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,25,Female
628,71.67.142.112,7.033333333333333,40-person group,control,contribute 20,10,39,0.2564102564102564,7,"completely disagree
1
","completely agree
5
",1,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","neutral
3
",3,1.8333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,25,Female
629,71.68.139.238,7.033333333333333,20-person group,control,contribute 20,14,19,0.7368421052631579,2,"slightly disagree
2
","completely agree
5
",1,"completely agree
5
","completely agree
5
",1,"completely agree
5
","neutral
3
",3,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,35,Female
630,73.39.11.64,7.033333333333333,20-person group,punishment,contribute 20,12,19,0.631578947368421,5,"completely disagree
1
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"completely disagree
1
","completely agree
5
",1,1.5,,,,,,,,,0,0,0,10,0,0,1,9,0,2,2,6,1,1,1,7,35,Male
631,71.227.153.172,7.033333333333333,4-person group,punishment,contribute 20,2,3,0.6666666666666666,5,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"neutral
3
","neutral
3
",3,2.3333333333333335,,,,,,,,,0,0,0,10,0,0,10,0,0,4,4,2,3,3,4,0,48,Female
632,107.137.132.222,7.016666666666667,40-person group,punishment,contribute 20,27,39,0.6923076923076923,7,"slightly agree
4
","slightly agree
4
",2,"slightly agree
4
","slightly agree
4
",2,"slightly agree
4
","slightly agree
4
",2,3,,,,,,,,,0,0,0,10,0,0,0,10,0,5,5,0,2,2,6,0,29,Male
