Soc_Ref,Persec,Paranoia,Age,Gender,earnmore,harmme,frame,frame_bin,fairness,fair_bin,believe_real,similarHITS,role,role_bin,,Key,
27,26,53,46,Female,74,38,take,1,fair,0,4,5,bystander,0,,,
35,31,66,32,Female,89,20,take,1,stingy,1,4,2,bystander,0,,,
23,17,40,39,Female,100,0,take,1,stingy,1,5,1,bystander,0,,,
38,23,61,53,Female,93,0,give,0,stingy,1,3,1,bystander,0,,,
21,20,41,27,Male,61,74,take,1,fair,0,2,4,bystander,0,,,
16,16,32,26,Female,100,0,take,1,stingy,1,1,3,bystander,0,,,
33,21,54,31,Female,61,14,give,0,fair,0,3,4,bystander,0,,,
19,16,35,26,Male,100,100,take,1,stingy,1,5,2,bystander,0,,,
25,21,46,37,Male,79,22,give,0,fair,0,4,2,bystander,0,,,
27,20,47,29,Female,100,0,take,1,stingy,1,4,4,bystander,0,,,
60,61,121,55,Female,78,29,give,0,stingy,1,5,3,bystander,0,,,
27,20,47,48,Male,100,0,give,0,stingy,1,5,5,bystander,0,,,
30,17,47,44,Male,0,0,give,0,fair,0,1,3,bystander,0,,,
16,16,32,50,Male,100,0,take,1,stingy,1,5,3,bystander,0,,,
48,48,96,26,Female,93,12,give,0,stingy,1,4,2,bystander,0,,,
24,20,44,30,Male,100,0,take,1,stingy,1,5,4,bystander,0,,,
16,16,32,37,Female,100,27,take,1,fair,0,3,3,bystander,0,,,
28,40,68,26,Female,96,75,take,1,stingy,1,5,3,bystander,0,,,
20,16,36,53,Female,83,18,give,0,fair,0,3,3,bystander,0,,,
32,41,73,25,Male,16,11,give,0,fair,0,4,3,bystander,0,,,
38,25,63,24,Female,93,37,give,0,stingy,1,4,1,bystander,0,,,
44,32,76,26,Female,53,53,take,1,stingy,1,4,3,bystander,0,,,
21,16,37,31,Male,70,17,give,0,fair,0,5,4,bystander,0,,,
47,47,94,48,Female,62,30,take,1,fair,0,3,2,bystander,0,,,
19,16,35,28,Female,79,80,take,1,fair,0,1,4,bystander,0,,,
21,16,37,50,Female,100,100,take,1,stingy,1,1,4,bystander,0,,,
28,19,47,29,Female,1,3,give,0,fair,0,5,5,bystander,0,,,
34,16,50,37,Male,93,25,give,0,stingy,1,1,3,bystander,0,,,
41,20,61,31,Female,100,0,take,1,stingy,1,5,4,bystander,0,,,
21,18,39,37,Female,56,39,take,1,fair,0,3,4,bystander,0,,,
24,29,53,27,Female,27,23,take,1,fair,0,4,4,bystander,0,,,
17,16,33,25,Male,100,0,give,0,stingy,1,1,4,bystander,0,,,
16,16,32,21,Male,0,0,give,0,fair,0,3,1,bystander,0,,,
63,50,113,39,Male,93,14,take,1,stingy,1,4,2,bystander,0,,,
27,23,50,23,Male,79,36,take,1,stingy,1,2,2,bystander,0,,,
31,32,63,41,Female,53,45,take,1,fair,0,4,3,bystander,0,,,
16,16,32,52,Male,35,27,give,0,fair,0,3,5,bystander,0,,,
24,19,43,34,Female,100,0,take,1,stingy,1,3,4,bystander,0,,,
19,18,37,66,Male,86,8,give,0,stingy,1,1,3,bystander,0,,,
16,17,33,23,Female,30,41,take,1,fair,0,1,2,bystander,0,,,
17,16,33,32,Female,100,19,give,0,stingy,1,5,4,bystander,0,,,
18,16,34,38,Male,100,0,take,1,stingy,1,5,3,bystander,0,,,
56,52,108,29,Male,83,54,give,0,fair,0,4,3,bystander,0,,,
53,55,108,41,Female,0,0,give,0,fair,0,1,3,bystander,0,,,
18,16,34,44,Male,23,0,give,0,fair,0,1,2,bystander,0,,,
22,30,52,28,Male,100,57,take,1,stingy,1,2,4,bystander,0,,,
17,16,33,29,Female,100,46,take,1,stingy,1,4,2,bystander,0,,,
18,24,42,45,Male,100,0,take,1,fair,0,3,2,bystander,0,,,
45,19,64,29,Female,100,41,give,0,stingy,1,3,5,bystander,0,,,
26,30,56,54,Female,84,15,give,0,stingy,1,2,3,bystander,0,,,
44,30,74,39,Female,64,9,give,0,fair,0,4,4,bystander,0,,,
17,16,33,30,Female,100,0,give,0,fair,0,3,1,bystander,0,,,
23,16,39,34,Female,100,100,take,1,stingy,1,5,1,bystander,0,,,
18,16,34,54,Female,96,77,give,0,stingy,1,3,3,bystander,0,,,
24,16,40,63,Female,100,0,give,0,stingy,1,5,4,bystander,0,,,
44,48,92,36,Male,100,16,take,1,fair,0,1,5,bystander,0,,,
30,36,66,26,Female,24,24,give,0,fair,0,1,1,bystander,0,,,
19,24,43,31,Male,100,0,take,1,stingy,1,5,4,bystander,0,,,
24,17,41,30,Male,39,1,take,1,fair,0,4,4,bystander,0,,,
34,17,51,33,Male,100,30,take,1,stingy,1,4,1,bystander,0,,,
26,18,44,34,Female,100,19,give,0,stingy,1,4,1,bystander,0,,,
16,16,32,62,Male,100,100,take,1,stingy,1,5,1,bystander,0,,,
16,16,32,70,Male,70,25,take,1,fair,0,2,4,bystander,0,,,
25,20,45,35,Female,95,3,give,0,stingy,1,4,3,bystander,0,,,
27,19,46,27,Female,100,0,give,0,stingy,1,3,4,bystander,0,,,
19,16,35,40,Female,100,0,give,0,fair,0,1,4,bystander,0,,,
17,19,36,25,Female,100,0,take,1,stingy,1,5,3,bystander,0,,,
37,33,70,42,Female,100,2,give,0,stingy,1,1,4,bystander,0,,,
20,16,36,65,Male,62,0,take,1,fair,0,4,3,bystander,0,,,
18,16,34,26,Male,71,13,take,1,fair,0,5,3,bystander,0,,,
64,64,128,22,Female,65,23,give,0,fair,0,4,4,bystander,0,,,
21,17,38,32,Male,95,34,give,0,stingy,1,3,3,bystander,0,,,
23,24,47,32,Male,57,7,take,1,fair,0,3,4,bystander,0,,,
56,45,101,29,Male,15,15,give,0,fair,0,1,5,bystander,0,,,
17,16,33,21,Female,100,3,take,1,stingy,1,4,3,bystander,0,,,
17,16,33,59,Female,86,26,give,0,fair,0,3,2,bystander,0,,,
16,16,32,23,Male,93,0,take,1,fair,0,4,4,bystander,0,,,
62,53,115,26,Female,100,24,give,0,stingy,1,3,5,bystander,0,,,
42,43,85,39,Female,100,0,give,0,stingy,1,4,2,bystander,0,,,
24,20,44,23,Male,100,22,take,1,stingy,1,4,4,bystander,0,,,
55,53,108,35,Male,84,10,give,0,fair,0,3,3,bystander,0,,,
19,17,36,32,Female,88,62,take,1,fair,0,2,3,bystander,0,,,
31,38,69,45,Male,100,0,give,0,stingy,1,5,2,bystander,0,,,
20,23,43,32,Male,16,12,give,0,fair,0,5,2,bystander,0,,,
35,22,57,31,Female,100,7,give,0,stingy,1,2,3,bystander,0,,,
25,17,42,23,Male,25,0,take,1,fair,0,4,2,bystander,0,,,
21,16,37,39,Female,97,95,take,1,stingy,1,4,1,bystander,0,,,
16,16,32,31,Female,100,0,take,1,stingy,1,5,1,bystander,0,,,
31,27,58,43,Male,0,0,give,0,fair,0,5,5,bystander,0,,,
19,16,35,33,Female,88,2,give,0,stingy,1,2,1,bystander,0,,,
26,20,46,68,Female,78,35,take,1,fair,0,5,3,bystander,0,,,
16,16,32,28,Female,100,59,take,1,stingy,1,5,2,bystander,0,,,
16,16,32,30,Female,22,1,give,0,fair,0,5,3,bystander,0,,,
16,21,37,28,Male,100,0,give,0,stingy,1,5,4,bystander,0,,,
22,19,41,63,Male,64,43,give,0,stingy,1,4,5,bystander,0,,,
36,28,64,35,Female,96,76,take,1,stingy,1,3,4,bystander,0,,,
22,23,45,55,Female,0,0,give,0,fair,0,1,1,bystander,0,,,
58,54,112,23,Male,87,70,take,1,fair,0,4,2,bystander,0,,,
16,16,32,27,Male,100,0,take,1,stingy,1,5,1,bystander,0,,,
16,16,32,27,Female,100,0,take,1,stingy,1,5,1,bystander,0,,,
16,16,32,40,Female,100,0,give,0,stingy,1,5,3,bystander,0,,,
62,69,131,21,Male,77,52,give,0,fair,0,4,3,bystander,0,,,
20,16,36,58,Female,100,0,take,1,fair,0,3,4,bystander,0,,,
53,43,96,23,Female,64,65,give,0,stingy,1,3,3,bystander,0,,,
20,16,36,29,Male,83,19,take,1,fair,0,4,2,bystander,0,,,
19,29,48,45,Male,0,96,give,0,fair,0,5,1,bystander,0,,,
30,29,59,36,Female,64,57,give,0,stingy,1,1,3,bystander,0,,,
27,20,47,26,Male,67,28,take,1,fair,0,2,4,bystander,0,,,
48,47,95,34,Female,32,42,give,0,fair,0,2,3,bystander,0,,,
23,21,44,23,Male,97,5,take,1,stingy,1,2,3,bystander,0,,,
18,16,34,57,Male,74,36,take,1,stingy,1,5,4,bystander,0,,,
25,19,44,30,Female,100,46,take,1,stingy,1,5,2,bystander,0,,,
19,17,36,57,Female,92,0,give,0,fair,0,2,3,bystander,0,,,
18,16,34,54,Female,55,40,take,1,fair,0,4,2,bystander,0,,,
30,26,56,45,Female,100,33,take,1,stingy,1,5,1,bystander,0,,,
26,23,49,41,Male,100,0,give,0,stingy,1,1,4,bystander,0,,,
18,18,36,51,Female,67,36,give,0,fair,0,3,3,bystander,0,,,
26,17,43,26,Male,17,0,give,0,fair,0,1,4,bystander,0,,,
30,29,59,48,Female,90,24,give,0,stingy,1,3,4,bystander,0,,,
26,16,42,29,Male,100,39,take,1,stingy,1,2,4,bystander,0,,,
29,17,46,19,Male,78,64,take,1,fair,0,4,4,bystander,0,,,
34,16,50,43,Female,100,0,give,0,stingy,1,5,3,bystander,0,,,
20,16,36,69,Female,100,100,take,1,stingy,1,2,2,bystander,0,,,
19,29,48,22,Female,100,0,give,0,stingy,1,4,4,bystander,0,,,
34,18,52,39,Male,83,8,give,0,stingy,1,4,2,bystander,0,,,
38,28,66,25,Female,55,16,give,0,fair,0,4,5,bystander,0,,,
34,42,76,35,Male,100,0,take,1,stingy,1,4,4,bystander,0,,,
60,73,133,32,Male,25,35,give,0,fair,0,2,1,bystander,0,,,
45,36,81,19,Male,100,8,give,0,fair,0,4,5,bystander,0,,,
48,17,65,28,Female,100,0,take,1,stingy,1,3,5,bystander,0,,,
23,18,41,54,Female,76,29,take,1,fair,0,3,2,bystander,0,,,
25,22,47,41,Female,100,73,take,1,stingy,1,4,3,bystander,0,,,
32,29,61,39,Female,11,13,give,0,fair,0,5,3,bystander,0,,,
65,42,107,19,Female,63,33,give,0,stingy,1,3,2,bystander,0,,,
31,16,47,57,Female,62,19,take,1,fair,0,4,3,bystander,0,,,
78,80,158,30,Male,100,100,take,1,stingy,1,5,3,bystander,0,,,
52,48,100,20,Male,35,30,give,0,fair,0,4,1,bystander,0,,,
30,23,53,41,Female,43,36,take,1,fair,0,3,1,bystander,0,,,
48,40,88,31,Male,100,28,take,1,stingy,1,5,4,bystander,0,,,
30,32,62,41,Female,100,0,take,1,fair,0,5,2,bystander,0,,,
24,18,42,44,Female,100,21,give,0,stingy,1,4,1,bystander,0,,,
16,16,32,28,Female,100,46,give,0,fair,0,3,4,bystander,0,,,
16,16,32,45,Male,67,46,take,1,stingy,1,4,3,bystander,0,,,
24,20,44,40,Female,77,35,give,0,stingy,1,3,3,bystander,0,,,
51,49,100,35,Male,67,56,give,0,fair,0,4,3,bystander,0,,,
25,16,41,44,Male,72,19,take,1,fair,0,3,3,bystander,0,,,
37,22,59,74,Female,75,38,take,1,stingy,1,4,3,bystander,0,,,
35,41,76,66,Female,99,20,take,1,fair,0,1,1,bystander,0,,,
19,16,35,30,Male,100,0,give,0,stingy,1,5,1,bystander,0,,,
33,52,85,41,Female,70,40,take,1,fair,0,4,1,bystander,0,,,
55,64,119,26,Female,31,0,give,0,fair,0,4,1,bystander,0,,,
21,18,39,59,Female,100,0,give,0,stingy,1,5,4,bystander,0,,,
38,34,72,25,Female,100,29,take,1,stingy,1,4,2,bystander,0,,,
29,33,62,23,Female,86,74,give,0,stingy,1,5,2,bystander,0,,,
23,19,42,48,Male,100,0,give,0,fair,0,4,4,bystander,0,,,
26,21,47,43,Female,74,77,take,1,stingy,1,4,4,bystander,0,,,
37,25,62,33,Female,76,31,give,0,fair,0,4,1,bystander,0,,,
30,21,51,64,Male,51,50,take,1,fair,0,1,3,bystander,0,,,
35,19,54,20,Female,100,68,take,1,stingy,1,5,5,bystander,0,,,
17,16,33,39,Male,100,2,give,0,stingy,1,5,3,bystander,0,,,
38,28,66,31,Female,20,25,give,0,fair,0,2,3,bystander,0,,,
25,18,43,54,Female,100,100,take,1,stingy,1,1,3,bystander,0,,,
29,28,57,26,Male,100,0,give,0,stingy,1,5,4,bystander,0,,,
53,46,99,23,Male,100,100,give,0,fair,0,5,5,bystander,0,,,
37,33,70,26,Female,100,0,give,0,stingy,1,1,4,bystander,0,,,
18,27,45,36,Female,82,72,take,1,stingy,1,5,3,bystander,0,,,
44,51,95,30,Male,48,0,take,1,fair,0,5,4,bystander,0,,,
39,23,62,21,Male,98,65,take,1,stingy,1,2,2,bystander,0,,,
40,31,71,23,Male,100,0,give,0,stingy,1,4,3,bystander,0,,,
48,48,96,30,Female,61,57,take,1,fair,0,3,3,bystander,0,,,
32,16,48,47,Female,96,31,take,1,stingy,1,4,3,bystander,0,,,
34,21,55,59,Male,100,78,give,0,stingy,1,5,2,bystander,0,,,
22,18,40,41,Female,94,1,take,1,fair,0,3,2,bystander,0,,,
40,44,84,28,Male,50,0,give,0,fair,0,1,3,bystander,0,,,
28,16,44,26,Female,98,96,take,1,stingy,1,5,3,bystander,0,,,
16,16,32,46,Male,75,51,take,1,fair,0,3,2,bystander,0,,,
16,16,32,49,Female,94,97,give,0,stingy,1,3,2,bystander,0,,,
52,60,112,43,Female,100,100,give,0,stingy,1,3,2,bystander,0,,,
